Time (sec),GHF0.3,GHF0.9,GHF1.5,GHF2.1,TGas0.3,Tgas0.9,Tgas1.5,Tgas2.1
75.2,81.88628229,57.21143412,33.72086546,17.76124827,979.0326385,818.1289415,583.1631391,349.457217
75.3,82.31782991,57.55825625,33.67047441,17.85536431,979.411043,819.3011493,577.7683502,354.2066473
75.4,82.74937753,57.90507838,33.62008335,17.94948034,979.7894474,820.473357,571.1168311,358.9560776
75.5,83.18092515,58.25190051,33.5696923,18.04359638,981.1045116,821.6455648,564.4653119,363.7055078
75.6,83.61247277,58.59872263,33.51930125,18.13771242,982.6171359,822.8177726,557.8137928,368.4549381
75.7,84.04402039,58.94554476,33.46891019,18.23182846,984.1297602,823.9899803,551.1622736,373.2043684
75.8,85.48172113,59.29236689,33.41851914,18.32594449,985.6423845,825.1621881,544.5107545,377.9537987
75.9,86.99135076,59.63918902,33.36812809,18.42006053,987.1550088,826.3343959,545.8609156,382.7032289
76,88.50098039,59.98601115,33.31773703,18.50570962,988.6676331,827.5066037,561.438628,387.4526592
76.1,90.01061002,60.33283328,33.26734598,18.55884454,990.1802574,828.9827065,577.0163404,392.2020895
76.2,91.52023965,60.67965541,33.21695493,18.61197946,991.6928817,830.6866902,592.5940528,396.1255509
76.3,93.02986928,61.02647754,33.16656387,18.66511438,993.205506,832.390674,603.4765465,397.6791849
76.4,94.53949891,61.37329966,33.11617282,18.7182493,994.7181303,834.0946577,601.6571546,399.2328189
76.5,96.04912854,60.89602306,33.06578177,18.77138422,996.2307546,835.7986414,599.8377627,400.7864529
76.6,95.51864613,59.69468046,33.01539071,18.82451914,997.7433789,837.5026252,598.0183708,402.3400869
76.7,98.55769374,59.16447346,32.96499966,18.87765406,999.2560032,839.2066089,596.1989789,403.8937208
76.8,101.4623052,58.97603241,32.91460861,18.93078898,1000.768627,840.9105926,594.379587,405.4473548
76.9,99.4440248,58.78759137,32.86421755,18.9839239,1002.281252,842.6145763,592.5601951,407.0009888
77,97.42574437,58.59915033,32.8138265,19.03705882,1003.793876,844.3185601,590.7408032,408.5546228
77.1,95.40746395,58.41070928,32.76343545,19.09019374,1005.3065,846.0225438,588.9214112,410.1082568
77.2,93.38918353,58.22226824,32.71304439,19.14332866,1006.819125,847.7265275,587.1020193,411.6618907
77.3,91.3709031,58.0338272,32.66265334,19.19646359,1008.634693,849.4305113,588.9311734,413.2155247
77.4,89.35262268,57.84538615,32.61226229,19.24959851,1023.771578,851.134495,594.9276832,414.7691587
77.5,87.33434226,57.65694511,32.56187123,19.30273343,1023.095509,851.9822426,600.9241931,416.3227927
77.6,85.31606183,57.46850407,32.51148018,19.35586835,1022.41944,851.8029595,606.920703,417.8789708
77.7,89.33701961,57.28006303,32.46108913,19.40900327,1021.743371,851.6236764,612.9172129,419.4457985
77.8,94.45260691,57.09162198,32.41069807,19.46213819,1021.067302,851.4443933,618.9137228,421.0126262
77.9,99.56819421,56.90318094,32.36030702,19.51527311,1020.391233,851.2651103,624.9102327,422.5794539
78,104.6837815,56.7147399,32.30991597,19.56840803,1019.715164,851.0858272,630.9067426,424.1462815
78.1,105.2108203,56.52629885,32.25952491,19.62154295,1019.039095,850.9065441,604.6264792,425.7131092
78.2,105.5030045,56.60749655,32.87338749,19.67467787,1018.363026,850.727261,607.5190266,427.2799369
78.3,105.7951888,57.10479337,34.51230812,19.72781279,1017.686957,850.547978,610.411574,428.8467646
78.4,106.0873731,57.6020902,35.07545041,19.78094771,1017.010888,850.3686949,613.3041214,430.4135923
78.5,106.3795574,58.09938702,35.42618327,19.83408263,1016.334819,850.1894118,616.1966688,431.9804199
78.6,106.6717417,58.59668385,35.77691613,19.88721755,1015.65875,850.0101287,619.0892162,433.5472476
78.7,106.9639259,59.09398067,36.12764899,19.94035247,1014.982681,849.8308456,621.9817636,435.1140753
78.8,107.2561102,59.5912775,36.47838184,19.99348739,1014.306612,849.6515626,624.874311,436.680903
78.9,107.5482945,60.08857432,36.8291147,20.04662232,1013.630543,849.4722795,627.7668583,438.2477306
79,107.8404788,60.58587115,37.17984756,20.09975724,1012.954474,849.2929964,630.6594057,439.8145583
79.1,108.1326631,61.08316797,37.53058041,20.15289216,1012.278405,849.1137133,633.5519531,441.381386
79.2,108.4228808,61.5804648,37.88131327,20.20602708,1011.602336,848.9344303,636.4445005,442.9482137
79.3,108.7127511,62.07776162,38.23204613,20.23892123,1010.926267,848.7551472,639.3370479,444.5150413
79.4,109.0026213,62.57505845,38.58277899,20.25045225,1010.250198,848.5758641,642.2295953,446.081869
79.5,109.2924916,63.07235528,38.93351184,20.26198328,1009.574129,848.396581,645.1221427,448.3819297
79.6,109.5823619,62.56724401,39.2842447,20.2735143,1008.89806,848.217298,648.0146901,452.042329
79.7,109.8722321,61.74529956,38.07176713,20.28504533,1008.221991,848.0380149,650.9072375,455.7027283
79.8,110.1621024,60.92335512,36.63291615,20.29657635,1007.545922,847.9577666,648.7570963,459.3631276
79.9,110.4519727,60.10141068,36.57729121,20.30810738,1008.58982,850.8559762,641.5260692,463.0235269
80,110.7418429,59.27946623,36.52166627,20.3196384,1010.55099,853.7541859,634.2950422,466.6839262
80.1,111.0317132,59.64111578,36.46604132,20.33116943,1012.512161,856.6523955,635.0751524,470.3443255
80.2,111.3215835,60.20865546,36.41041638,20.34270045,1014.473332,859.5506051,638.0098504,472.5261713
80.3,111.6114537,60.77619514,36.35479144,20.35423147,1016.434502,862.4488148,640.9445484,473.3259239
80.4,111.901324,61.08320229,36.29916649,20.3657625,1018.395673,865.3470244,643.8792463,474.1256766
80.5,112.1911943,61.20140317,36.24354155,20.37729352,1020.356844,867.7408902,646.8139443,474.9254293
80.6,112.4810645,61.31960405,36.18791661,20.38882455,1022.318014,868.5935654,649.7486423,475.725182
80.7,112.7709348,61.43780493,36.13229166,20.40035557,1024.279185,869.4462406,652.6833402,476.5249347
80.8,113.0608051,61.55600582,36.07666672,20.4118866,1026.434338,870.2989158,655.6180382,477.3246873
80.9,109.9197059,61.6742067,36.02104178,20.42341762,1028.725586,871.151591,658.5527361,478.12444
81,111.125817,61.79240758,35.96541683,20.43494865,1031.016835,872.0042662,661.4874341,478.9241927
81.1,112.3319281,61.91060846,35.90979189,20.44647967,1033.308084,872.8569414,664.4221321,479.7239454
81.2,113.5380392,62.02880934,35.85416695,20.4580107,1035.599333,873.7096166,667.35683,480.5236981
81.3,114.7441503,62.14701023,35.798542,20.46954172,1037.890581,874.5622918,670.291528,481.3234508
81.4,115.9502614,62.26521111,35.74291706,20.48107274,1040.18183,875.414967,673.2262259,482.1232034
81.5,116.582651,62.38341199,35.68729212,20.49260377,1042.473079,876.2676422,672.7471716,482.9229561
81.6,116.9364239,62.50161287,35.63166717,20.50413479,1044.764328,877.1203174,671.9187374,483.7227088
81.7,117.2901968,62.61981375,35.57604223,20.51566582,1047.055576,877.9729926,671.0903033,484.5224615
81.8,117.6439697,62.73801463,35.66345679,20.52719684,1048.089532,878.8256678,670.2618691,485.3222142
81.9,117.9977426,62.85621552,35.75896605,20.53872787,1048.452562,879.678343,669.433435,486.1219668
82,118.3515155,62.9744164,35.85447531,20.55025889,1048.815592,880.5310182,668.6050008,486.9217195
82.1,118.7052884,63.09261728,35.94998457,20.56178992,1049.178622,881.3836934,667.7765667,487.7214722
82.2,119.0590613,63.21081816,36.04549383,20.57332094,1049.541652,882.2363687,666.9481325,488.6539742
82.3,119.4128342,63.32901904,36.14100309,20.53763197,1049.904682,883.0890439,666.1196984,489.7347161
82.4,119.7666071,63.44721993,36.23651235,20.45339978,1050.267712,883.9417191,665.2912642,490.8154581
82.5,120.1203799,63.56542081,36.3320216,20.36916759,1050.630742,884.7943943,664.4628301,491.8962001
82.6,120.4741528,63.68362169,36.42753086,20.2849354,1050.993772,885.6470695,663.6343959,492.976942
82.7,125.3361913,63.80182257,36.52304012,20.20070321,1051.356802,886.4997447,662.8059618,494.057684
82.8,130.6124121,63.88931328,36.67041533,20.11647102,1051.719832,887.3524199,661.9775276,495.1384259
82.9,127.7978883,63.23477704,38.07098852,20.03223883,1052.082862,888.2050951,661.6497233,496.2191679
83,126.6703604,62.58024079,38.856774,19.94800664,1052.445892,888.5839611,662.9662852,497.2999099
83.1,126.3498993,61.92570455,38.7346054,19.86377446,1052.808922,888.922912,664.282847,498.3806518
83.2,126.0294382,61.27116831,38.61243681,19.77954227,1053.171952,889.261863,665.5994088,499.4613938
83.3,125.7089772,60.61663206,38.49026821,19.69531008,1053.534982,889.6008139,666.9159707,500.5421357
83.4,125.3885161,60.34850637,38.36809961,19.61107789,1053.898012,889.9397648,668.2325325,501.6228777
83.5,125.068055,60.35293191,38.24593102,19.5268457,1054.261042,890.2787158,669.5490943,502.7036197
83.6,124.7475939,60.35735746,38.12376242,19.44261351,1054.624072,890.6176667,670.8656562,503.7843616
83.7,124.4271328,60.36178301,38.00159382,19.35838132,1054.987102,890.9566177,672.182218,504.8651036
83.8,124.1066717,60.36620856,37.87942522,19.27414913,1055.350132,891.2955686,673.4987798,505.9458456
83.9,123.7862106,60.37063411,37.75725663,19.18991694,1055.713162,891.6345195,674.8153417,506.9040839
84,123.4657495,60.37505965,37.63508803,19.10568475,1056.076192,891.9734705,676.1319035,507.7369969
84.1,123.2813436,60.3794852,37.51291943,19.02145257,1056.439222,892.3124214,677.4484653,508.5699099
84.2,123.2346139,60.38391075,37.39075083,18.93722038,1056.802252,892.6513724,678.7650272,509.4028229
84.3,123.1878842,60.3883363,37.26858224,18.85298819,1057.165282,892.9903233,680.081589,510.2357358
84.4,123.1411545,60.39276185,37.14641364,18.768756,1057.528312,893.3292742,681.3981508,511.0686488
84.5,123.0944248,60.39718739,37.02424504,18.68452381,1057.836164,893.6682252,682.7103564,511.9015618
84.6,123.0476951,60.40161294,36.90207645,18.60632788,1057.946333,894.0071761,683.5674855,512.7344747
84.7,123.0009654,60.40603849,36.77990785,18.66025705,1058.056503,894.3461271,684.4246146,513.5673877
84.8,122.9542357,60.41046404,36.65773925,18.71418621,1058.166673,894.685078,685.2817437,514.4003007
84.9,122.907506,60.41488959,36.53557065,18.76811538,1058.276842,895.0240289,686.1388729,515.2332137
85,122.8607763,60.41931513,36.46869489,18.82204454,1058.387012,895.3629799,686.996002,516.0661266
85.1,122.8140466,60.42374068,36.59081129,18.8759737,1058.497182,895.7019308,687.8531311,516.8990396
85.2,122.7673169,60.42816623,36.71292769,18.92990287,1058.607352,896.0408818,688.7102602,517.7319526
85.3,122.7205872,61.01029031,36.83504409,18.98383203,1058.717521,896.3798327,689.5673894,518.5648655
85.4,122.6738575,62.17087364,36.95716049,19.03776119,1058.827691,896.7187836,690.4245185,519.3977785
85.5,122.6271278,63.33145697,37.0792769,19.09169036,1058.937861,897.0577346,691.2816476,520.2306915
85.6,122.5803981,64.49204031,37.2013933,19.14561952,1059.04803,897.3966855,692.1387767,521.0636045
85.7,122.5336684,65.65262364,37.3235097,19.19954869,1059.1582,897.7356365,692.9959058,521.8965174
85.8,122.4869387,66.74183193,37.4456261,19.25347785,1059.26837,898.0745874,693.853035,522.7294304
85.9,122.440209,66.36156606,37.5677425,19.30740701,1059.378539,898.4135383,694.7101641,523.5623434
86,122.7728724,65.98130019,37.68985891,19.36133618,1059.488709,898.7524893,695.5672932,524.3952564
86.1,123.2816354,65.60103431,37.81197531,19.41526534,1059.598879,898.9885756,696.4244223,525.1919879
86.2,123.7903985,65.22076844,37.93409171,19.4691945,1059.709049,899.1918645,697.2815515,525.9336124
86.3,124.2991616,64.84050257,38.46268868,19.52312367,1059.819218,899.3951535,697.9345441,526.6752369
86.4,124.8079247,64.67944393,41.523764,19.57705283,1059.929388,899.5984424,698.4549963,527.4168614
86.5,125.3166878,64.6688531,44.58483932,19.63098199,1060.039558,899.8017313,698.9754485,528.1584858
86.6,125.8254508,64.65826227,45.03846739,19.68491116,1060.149727,900.0050202,699.4959007,528.9001103
86.7,126.3342139,64.64767144,43.8245955,19.73884032,1060.259897,900.2083091,700.0163529,529.6417348
86.8,126.842977,64.63708061,42.61072362,19.79276949,1060.370067,900.4115981,700.5368051,530.3833593
86.9,127.3517401,64.62648978,41.59976074,19.84669865,1060.480236,900.614887,701.0572573,531.1249838
87,127.8605032,64.61589895,41.83914566,19.90062781,1060.590406,900.8181759,701.5777096,531.8666082
87.1,128.3692662,64.60530812,42.07853058,19.95455698,1060.700576,901.0214648,702.0981618,532.6082327
87.2,126.8757371,64.59471729,42.3179155,20.00848614,1060.810745,901.2247537,702.618614,533.3498572
87.3,124.8501255,64.58412647,42.55730042,20.0624153,1060.920915,901.4280427,703.1390662,534.0914817
87.4,125.1016416,64.57353564,42.79668534,20.11634447,1061.031085,901.6313316,703.6595184,534.8331061
87.5,125.3531578,64.56294481,43.03607026,20.17027363,1061.141255,901.8346205,704.1799706,535.5747306
87.6,125.6046739,64.55235398,43.27545518,20.2242028,1061.251424,902.0379094,704.7004228,536.3163551
87.7,125.8561901,64.54176315,43.5148401,20.27813196,1061.361594,902.2411983,705.220875,537.0579796
87.8,126.1077062,64.53117232,43.75422502,20.33206112,1061.523479,902.4444873,705.7413272,537.7996041
87.9,126.3592224,64.52058149,43.99360994,20.38599029,1061.695936,902.6477762,706.2617794,538.5412285
88,126.6107385,64.50999066,44.25985061,20.43991945,1061.868392,902.8510651,706.7822317,539.282853
88.1,126.8622547,64.49939983,44.61453315,20.49384861,1062.040849,903.054354,707.3026839,540.0244775
88.2,127.1137708,64.48880901,44.96921569,20.54777778,1062.213305,903.2576429,707.8231361,540.766102
88.3,127.365287,64.47821818,45.32389823,20.4204235,1062.385761,903.4609319,708.3435883,541.5077264
88.4,127.6168031,64.46762735,45.67858077,20.11626251,1062.558218,903.6642208,708.8640405,542.2493509
88.5,127.8683193,64.45703652,46.03326331,19.81210151,1062.730674,903.8675097,709.3844927,542.7627348
88.6,128.1198354,64.44644569,45.18722805,19.50794051,1062.903131,904.0707986,709.9049449,543.2075363
88.7,128.3713515,64.43585486,44.00169207,19.20377951,1063.075587,904.2740875,710.4253971,543.6523377
88.8,128.6228677,64.48675195,42.8161561,18.89961851,1063.248044,904.4773765,710.9458493,544.0971392
88.9,128.8743838,65.63846623,41.63062012,18.64388674,1063.4205,904.6806654,711.4663015,544.5419407
89,129.1259,66.79018052,40.44508414,18.67601602,1063.592956,904.8839543,711.9867538,544.9867422
89.1,129.3774161,67.60658913,39.25954816,18.7081453,1063.765413,905.0872432,712.4625557,545.4315437
89.2,129.6289323,67.73047454,38.07401218,18.74027458,1063.937869,905.2905321,712.7299022,545.8763452
89.3,129.8804484,67.85435994,37.27855399,18.77240387,1064.110326,905.4938211,712.9972487,546.3211467
89.4,130.1319646,67.97824534,37.22963781,18.80453315,1064.282782,905.69711,713.2645953,546.7659482
89.5,130.3834807,68.10213075,37.18072163,18.83666243,1064.455239,905.9003989,713.5319418,547.2107497
89.6,130.6349969,68.22601615,37.13180545,18.86879171,1064.627695,906.1036878,713.7992883,547.6555512
89.7,130.886513,68.34990156,37.08288927,18.90092099,1064.800151,906.3069767,714.0666349,548.1003526
89.8,131.1380292,68.47378696,37.03397309,18.93305027,1064.972608,906.5036415,714.3339814,548.5451541
89.9,127.4223636,68.59767237,36.98505691,18.96517955,1065.145064,906.6967281,714.6013279,548.9899556
90,127.5188583,68.72155777,36.93614073,18.99730884,1065.317521,906.8898147,714.8686745,549.4347571
90.1,127.615353,68.84544318,36.88722455,19.02943812,1065.489977,907.0829013,715.136021,549.8795586
90.2,127.7118477,68.96932858,36.83830837,19.0615674,1065.662434,907.2759878,715.4033675,550.3243601
90.3,127.8083424,69.09321399,36.7893922,19.09369668,1065.83489,907.4690744,715.670714,550.7691616
90.4,127.9048371,69.21709939,36.74047602,19.12582596,1066.007346,907.662161,715.9380606,551.2139631
90.5,128.0013318,69.3409848,36.69155984,19.15795524,1066.179803,907.8552476,716.2054071,551.6587646
90.6,128.0978265,69.4648702,36.64264366,19.19008453,1066.352259,908.0483341,716.4727536,552.1035661
90.7,128.1943212,69.5887556,36.59372748,19.22221381,1066.524716,908.2414207,716.7401002,552.5483675
90.8,128.290816,69.71264101,36.5448113,19.25434309,1066.697172,908.4345073,717.0074467,552.993169
90.9,128.3873107,69.83652641,36.49589512,19.28647237,1066.869629,908.6275939,717.2747932,553.4379705
91,128.43122,69.96041182,36.44697894,19.31860165,1067.042085,908.8206804,717.5421397,553.882772
91.1,128.3081566,70.08427672,36.39806276,19.35073093,1067.214541,909.013767,717.8094863,554.3275735
91.2,128.1850931,70.01772056,36.34914658,19.38286021,1067.386998,909.2068536,718.0768328,554.772375
91.3,128.0620296,69.95116439,36.3002304,19.4149895,1067.794849,909.3999402,718.3441793,555.2171765
91.4,127.9389661,69.88460823,36.43063731,19.44711878,1068.289859,909.5930267,718.6115259,555.661978
91.5,127.8159026,69.81805207,37.58126003,19.47924806,1068.784868,909.7861133,718.8788724,556.1067795
91.6,127.6928391,69.75149591,38.73188274,19.51137734,1069.279878,909.9791999,719.1462189,556.5530299
91.7,127.5697756,69.68493975,39.88250545,19.54350662,1069.774887,910.1722865,719.4135655,557.0056275
91.8,127.4467121,69.61838358,40.30028176,19.5756359,1070.269897,910.365373,719.680912,557.4582251
91.9,127.3236486,69.55182742,40.23922045,19.60776519,1070.764906,910.5584596,719.9482585,557.9108228
92,127.2005851,69.48527126,40.17815913,19.63989447,1071.259916,910.7515462,720.215605,558.3634204
92.1,127.0775216,69.4187151,40.11709782,19.67202375,1071.754925,910.9446328,720.4829516,558.8160181
92.2,126.9544581,69.35215894,40.05603651,19.70415303,1072.249934,911.1377193,720.7554019,559.2686157
92.3,126.8313946,69.28560278,39.99497519,19.73628231,1072.744944,911.3308059,721.0409126,559.7212133
92.4,127.9763072,69.21904661,39.93391388,19.78851065,1073.239953,911.5238925,721.3264233,560.173811
92.5,129.9451564,69.15249045,39.87285257,19.85379945,1073.734963,911.7169791,721.611934,560.6264086
92.6,131.9140056,69.08593429,39.81179125,19.91908825,1074.229972,911.9100656,721.8974447,561.0790062
92.7,131.1476712,69.01937813,39.75072994,19.98437705,1074.724982,912.1031522,722.1829554,561.5316039
92.8,130.006441,68.95282197,39.68966863,20.04966585,1075.219991,912.2962388,722.4684661,561.9842015
92.9,129.2858761,68.9213491,39.62860731,20.11495465,1075.715001,912.5737327,722.7539768,562.4367992
93,130.8979925,69.08442079,39.567546,20.18024346,1076.21001,912.9178878,723.0394875,562.8893968
93.1,132.5101089,69.24749248,39.50648469,20.24553226,1076.705019,913.2620428,723.3249982,563.3419944
93.2,134.1222253,69.41056418,39.44542337,20.31082106,1077.200029,913.6061979,723.6105089,563.7945921
93.3,135.7343417,69.57363587,39.38436206,20.37610986,1077.695038,913.950353,723.8960196,564.2471897
93.4,137.3464581,69.73670756,39.32330075,20.44139866,1078.190048,914.2945081,724.1815303,564.6997873
93.5,138.9585745,69.89977926,39.26223943,20.50668746,1078.685057,914.6386631,724.467041,565.152385
93.6,140.5706909,70.06285095,39.20117812,20.57197626,1079.180067,914.9828182,724.7525517,565.6049826
93.7,142.1828073,70.22592264,39.1401168,20.63726506,1079.675076,915.3269733,725.0380624,566.0575803
93.8,140.9612854,70.38899434,39.07905549,20.70255386,1080.170086,915.6711284,725.3235731,566.5101779
93.9,139.6604124,70.55206603,39.01799418,20.76784266,1080.665095,916.0152834,725.6090838,566.9627755
94,138.5865235,70.71513772,38.95693286,20.83313146,1081.160104,916.3594385,725.8945945,567.4153732
94.1,138.2080314,70.87820941,38.89587155,20.89842026,1081.655114,916.7035936,726.1801052,567.8679708
94.2,137.8295394,71.04128111,38.83481024,20.96370906,1082.150123,917.0477487,726.4656159,568.3205685
94.3,137.4510473,71.0401315,38.77374892,21.02899786,1082.645133,917.3919037,726.7511266,568.7731661
94.4,137.0725552,70.88703453,38.71268761,21.09428667,1082.778343,917.7360588,727.0366373,569.2257637
94.5,136.6940632,70.73393756,38.6516263,21.15957547,1081.991751,918.0802139,727.322148,569.6783614
94.6,136.3155711,70.58084059,39.33636415,21.22486427,1081.205158,918.424369,727.6076587,570.130959
94.7,135.9370791,70.42774362,40.2160943,21.29015307,1080.418566,918.768524,727.8931694,570.5835566
94.8,135.5338489,70.27464666,41.78119131,21.35544187,1079.631973,919.1126791,728.1786801,571.0361543
94.9,134.780886,70.12154969,43.36389583,21.42073067,1078.845381,919.4568342,728.4641907,571.4734853
95,134.027923,69.96845272,43.38533025,21.48601947,1078.058789,919.8009892,728.7497014,571.7047511
95.1,133.4114151,69.81535575,43.07939501,21.55130827,1077.272196,920.1451443,729.0352121,571.9360169
95.2,133.0605156,69.66225878,42.77345978,21.61659707,1076.485604,920.4892994,729.3207228,572.1672827
95.3,132.7096161,69.50916182,42.46752455,21.67096828,1075.699011,920.8334545,729.6062335,572.3985485
95.4,132.3587167,69.35606485,42.16158932,21.66717898,1074.912419,921.1776095,729.8917442,572.6298143
95.5,132.0078172,69.20296788,41.85565409,21.66338969,1074.125826,921.5217646,730.1491768,572.8610801
95.6,131.6569177,69.04987091,41.54971886,21.6596004,1073.920923,921.8659197,730.2763288,573.0923459
95.7,132.3475885,68.89677395,41.24378362,21.6558111,1074.756065,922.2100748,730.4034808,573.3236117
95.8,133.1722262,68.74367698,40.93784839,21.65202181,1075.591207,922.5542298,730.5306328,573.5548776
95.9,133.9968639,68.59058001,40.63191316,21.64823252,1076.42635,922.8983849,730.6577848,573.7861434
96,134.8215016,68.43748304,40.32597793,21.64444322,1077.261492,923.24254,730.7849368,574.0174092
96.1,135.6461393,68.40281842,40.0200427,21.64065393,1078.096634,923.4714563,730.9120888,574.248675
96.2,136.4707771,68.39850098,39.71410747,21.63686464,1078.931776,923.5616197,731.0392408,574.4799408
96.3,137.2954148,68.39418355,39.40817223,21.63307534,1079.766919,923.6517831,731.1663929,574.7112066
96.4,138.1200525,68.38986612,39.102237,21.62928605,1080.602061,923.7419465,731.2935449,574.9424724
96.5,138.9446902,68.38554868,38.79630177,21.62549676,1081.437203,923.8321099,731.4206969,575.1737382
96.6,139.769328,68.38123125,38.49036654,21.62170746,1082.272346,923.9222733,731.5478489,575.405004
96.7,140.5939657,68.37691381,38.18443131,21.61791817,1083.107488,924.0124367,731.6750009,575.6362698
96.8,141.4186034,68.37259638,37.87849608,21.61412888,1083.94263,924.1026001,731.8021529,575.8675356
96.9,142.2432411,68.36827894,37.57256084,21.61033958,1084.777772,924.1927635,731.9293049,576.0988015
97,142.2176757,68.36396151,37.26662561,21.60655029,1085.612915,924.2829269,732.0564569,576.3300673
97.1,141.7184009,68.35964407,36.96069038,21.602761,1086.448057,924.3730903,732.183609,576.5613331
97.2,141.219126,68.35532664,36.65475515,21.5989717,1087.283199,924.4632537,732.310761,576.7925989
97.3,140.7198512,68.3510092,36.34881992,21.59518241,1088.118341,924.5534171,732.437913,577.0238647
97.4,140.2205764,68.34669177,36.45039216,21.59139311,1088.953484,924.6435805,732.565065,577.2551305
97.5,139.7213015,68.34237433,38.6498366,21.58760382,1089.788626,924.7337439,732.692217,577.4863963
97.6,139.2220267,68.3380569,39.76664116,21.58381453,1090.623768,924.8239073,732.819369,577.7176621
97.7,138.7227518,68.33373946,40.61162718,21.58002523,1091.458911,924.9140707,732.946521,577.9489279
97.8,138.223477,68.32942203,41.45661319,21.57623594,1092.294053,925.0042341,733.073673,578.1801937
97.9,137.7242021,68.32510459,42.30159921,21.57244665,1092.996201,925.0943975,733.2008251,578.4114596
98,137.2249273,68.32078716,43.14658523,21.56865735,1092.099068,925.1845609,733.3279771,578.6427254
98.1,136.7256524,68.31646973,43.99157124,21.56673603,1091.201935,925.2747243,733.4551291,578.8739912
98.2,136.2263776,68.31215229,42.90413373,21.56834601,1090.304801,925.3648877,733.5822811,579.105257
98.3,134.7128392,68.30783486,41.47642624,21.56995598,1089.407668,925.4550511,733.7094331,579.2826907
98.4,134.210305,68.30351742,40.92646592,21.57156596,1088.510534,925.5452145,733.8365851,579.4584356
98.5,134.340305,68.29919999,40.3765056,21.57317594,1087.613401,925.6353779,733.9637371,579.6341805
98.6,134.470305,68.29488255,39.82654528,21.57478591,1086.716267,925.7255413,734.0908891,579.8099253
98.7,134.600305,68.29056512,39.27658497,21.57639589,1085.819134,925.8157047,734.2180412,579.9856702
98.8,134.730305,68.28624768,38.72662465,21.57800587,1084.922,925.9058681,734.3546928,580.1614151
98.9,134.860305,68.28193025,38.17666433,21.57961585,1084.327762,925.9960315,734.5921407,580.33716
99,134.990305,68.27761281,37.62670401,21.58122582,1084.631648,926.0861949,734.8295886,580.5129049
99.1,135.120305,72.02224992,37.0767437,21.5828358,1084.935533,926.1763583,735.0670365,580.6886498
99.2,135.250305,72.38642857,36.52678338,21.58444578,1085.239418,926.2665217,735.3044844,580.8643947
99.3,135.380305,71.55265873,35.97682306,21.58605576,1085.543303,926.3566851,735.5419324,581.0401395
99.4,135.510305,70.71888889,35.42686275,21.58766573,1085.847188,926.4468484,735.7793803,581.2158844
99.5,135.640305,69.19834267,36.08613445,21.58927571,1086.151073,926.5370118,736.0168282,581.3916293
99.6,135.770305,67.40080299,37.23311858,21.59088569,1086.454959,926.6271752,736.2542761,581.5673742
99.7,135.900305,65.60326331,38.38010271,21.59249566,1086.758844,926.8042005,736.491724,581.7431191
99.8,136.030305,66.08309264,39.52708683,21.59410564,1087.062729,927.1373847,736.7291719,581.918864
99.9,136.160305,66.59544714,40.67407096,21.59571562,1087.366614,927.4705688,736.9666198,582.0946088
100,136.6055581,67.10780164,41.82105509,21.5973256,1087.670499,927.803753,737.2040677,582.2703537
100.1,137.9516031,67.62015614,42.96803922,21.59893557,1087.974384,928.1369371,737.4415157,582.4460986
100.2,139.2976481,68.13251063,44.11502334,21.60054555,1088.27827,928.4701213,737.6789636,582.6218435
100.3,140.6436931,68.64486513,45.26200747,21.60215553,1088.582155,928.8033054,737.9164115,582.7975884
100.4,141.989738,69.15721963,46.4089916,21.60376551,1088.88604,929.1364896,738.1538594,582.9733333
100.5,143.335783,69.66957413,45.91262838,21.60537548,1089.189925,929.4696737,738.3913073,583.1490781
100.6,144.681828,70.18192862,45.226676,21.60698546,1089.49381,929.8028579,738.6287552,583.324823
100.7,146.027873,70.69428312,44.54072362,21.60859544,1089.797696,930.136042,738.8662031,583.5005679
100.8,147.1105639,71.20663762,43.85477124,21.61020542,1090.101581,930.4692262,739.103651,583.6763128
100.9,145.1323106,71.71899212,43.16881886,21.61181539,1090.405466,930.8024103,739.341099,583.8520577
101,143.1540574,72.23134661,42.48286648,21.61342537,1090.709351,931.1355945,739.5785469,584.0278026
101.1,141.1758041,72.74370111,42.19783302,21.61503535,1091.013236,931.4687786,739.8159948,584.2035474
101.2,139.1975509,73.25605561,42.64908964,21.61664532,1091.317121,931.8019628,740.0534427,584.3792923
101.3,141.0025859,73.7684101,43.10034625,21.6182553,1091.621007,932.1351469,740.2908906,584.5550372
101.4,143.7865006,74.2807646,43.55160286,21.61986528,1091.924892,932.4683311,740.5283385,584.7307821
101.5,144.4347205,74.7931191,44.00285948,21.62147526,1092.228777,932.8015152,740.7657864,584.906527
101.6,144.2398995,75.3054736,44.15519668,21.62308523,1092.532662,933.1346993,741.0032343,585.082591
101.7,144.0450785,75.81782809,44.16572985,21.62469521,1092.836547,933.4678835,741.2406823,585.2587008
101.8,143.8502575,76.33018259,44.17626302,21.62630519,1093.140432,933.8010676,741.4781302,585.4348106
101.9,143.6554365,76.84253709,44.18679619,21.65159547,1093.444318,934.1342518,741.7155781,585.6109204
102,143.4606155,76.44416034,44.19732936,21.79046452,1093.748203,934.4674359,741.953026,585.7870302
102.1,143.2657944,75.79338094,44.20786253,21.92933357,1094.052088,934.8006201,742.1904739,585.96314
102.2,143.0709734,75.14260153,44.2183957,22.06820261,1094.355973,935.1338042,742.3693078,586.1392498
